,SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTY,SCHOOL_GRADE,HEALTHCARE_COST,PERCENT_FOOD_INSECURE,CHILD_MORTALITY_RATE,MENTAL_DISTRESS,CHILDREN_UNINSURED,DISCONNECTED_YOUTH,DAILY_POLLUTION,WATER_VIOLATION,HOUSING_PROBLEMS,POPESTIMATE2016,AVG_NETMIG,POP_CHANGE,BIRTHS_PER_CAPITA,MEDIAN_HOUSEHOLD_INCOME,PERCENT_W_HEALTH_INSURANCE,PERCENTAGE_IN_POVERTY,PERCENT_WITH_KIDS,BACHELORS_DEGREE,MEDIAN_MORTAGE_PAYMENTS,MEDIAN_RENT_PAYMENT,2010_FAM_KIDS,2015_FAM_KIDS,CHANGE_IN_FAM_WITH_KIDS,INCOME_AS_PERCENT_OF_STATE,UNEMPLOYMENT,MORTGAGE_INCOME_RATIO,RENT_INCOME_RATIO,HEALTHCARE_INCOME_RATIO,DOCTORS,EXERCISE_ACCESS,FOOD_ENVIRONMENT_INDEX,CIVIC_ASSOCIATIONS,CRIME_RATE,zFAMKIDSCHANGE,zPERCENT_WITH_KIDS,zBIRTHS_PER_CAPITA,zAVG_NETMIG,zPOP_CHANGE,zINCOME_AS_PERCENT_OF_STATE,zPERCENTAGE_IN_POVERTY,zPERCENT_W_HEALTH_INSURANCE,zUNEMPLOYMENT,zBACHELORS_DEGREE,zMORTGAGE_INCOME_RATIO,zRENT_INCOME_RATIO,zHEALTHCARE_INCOME_RATIO,zDOCTORS,zEXERCISE_ACCESS,zFOOD_ENVIRONMENT_INDEX,zCIVIC_ASSOCIATIONS,zCRIME_RATE,zDAILY_POLLUTION,zWATER_VIOLATION,zCHILD_MORTALITY_RATE,zCHILDREN_UNINSURED,zDISCONNECTED_YOUTH,zHOUSING_PROBLEMS,zSCORE_TOTAL
1339,50,2,4,27,3,Minnesota,"Anoka County, Minnesota",3.4,8543,8,32,9,3,10,10.9,0,13,345957,0.553497808,0.043705313,0.012085317,70873,93.7,5.5,32.7,27.8,1538,971,26.9,24.1,-0.104089219,115.5,3.8,46.08127438,72.98970134,8.296362023,31,95,8.5,240,133,-0.345265314,0.668851855,0.006094287,-0.44176869,-0.143059732,0.471309806,1.17064265,1.218355007,0.679082614,-0.218162854,1.368987371,1.155952364,1.129653745,-0.328589412,0.949473104,1.212669806,-0.283391461,0.966611166,-0.743303766,-0.628395541,1.182938249,1.068929925,0.724997748,0.955949539,0.540302522
1223,50,3,5,24,21,Maryland,"Frederick County, Maryland",4,9491,7,34,10,3,9,11,0,14,247591,4.603136079,0.057168598,0.011369557,83700,93.2,4.7,33.1,39.1,1978,1285,28.4,25,-0.11971831,110.5,3.7,42.31547017,65.13618677,8.819001841,16,94,9.2,262,254,-0.604421771,0.745671656,-0.319884274,0.065987163,0.091019517,0.250385699,1.355140101,1.10872183,0.742627598,0.92391259,0.702952869,0.317951435,1.406037032,-0.378751907,0.863465303,1.939987026,-0.23088795,0.412099235,-0.805921674,-0.628395541,1.054475364,1.068929925,0.950976123,0.741311119,0.539208
2013,50,3,5,37,179,North Carolina,"Union County, North Carolina",4,8868,11,37,10,6,12,10.4,1,13,226606,13.55936294,0.120890753,0.010630786,65903,88.1,7.9,41.2,33.4,1447,868,33.9,32.3,-0.04719764,149.7,4.3,45.54457498,75.92511521,7.431534886,18,68,8.3,171,211,0.598092177,2.301272627,-0.656342735,1.188945882,1.198924028,1.9824307,0.617150294,-0.009536585,0.361357693,0.347821437,1.274064667,1.469172583,0.672314373,-0.372063574,-1.372737521,1.004864887,-0.448061565,0.609157194,-0.430214227,1.588552704,0.861781036,-0.047805453,0.273040997,0.955949539,0.538242541
280,50,4,8,8,59,Colorado,"Jefferson County, Colorado",3.8,8717,12,30,9,4,11,8.2,0,15,571837,7.795911816,0.067027295,0.010459274,70164,90.6,5.5,27.1,41.6,1670,1052,21.5,19.3,-0.102325581,111.4,3,42.01437126,66.69581749,8.04899789,1,100,8.1,430,223,-0.316021247,-0.40662536,-0.734454441,0.466307008,0.262427638,0.290152038,1.17064265,0.538629305,1.187442488,1.176584148,0.649699367,0.484370174,0.998842219,-0.428914402,1.379512108,0.797059967,0.170047954,0.554164275,0.947379746,-0.628395541,1.311401134,0.696684799,0.499019372,0.526672699,0.531348854
1018,50,3,6,21,15,Kentucky,"Boone County, Kentucky",3.8,10823,11,42,11,4,11,11.4,1,13,128536,5.511923289,0.076858632,0.013225867,66730,92.1,6.6,36.7,30.8,1381,905,28.8,26.8,-0.069444444,152.3,3.8,48.32005793,73.73480663,6.1656018,12,77,8.1,95,137,0.229202974,1.437049865,0.525534949,0.179933643,0.433360065,2.097311236,0.916958653,0.867528838,0.679082614,0.085043016,1.764947172,1.235458033,0.002861464,-0.392128572,-0.598667313,0.797059967,-0.62943733,0.948280193,-1.056393306,1.588552704,0.540623823,0.696684799,0.499019372,0.955949539,0.531098421
1323,50,2,3,26,139,Michigan,"Ottawa County, Michigan",4,8807,10,43,10,4,8,10.2,1,14,282250,5.14996522,0.068554035,0.012099203,58989,93.4,6.1,33.7,31.1,1260,792,28.6,26.4,-0.076923077,120.3,3.2,46.81666667,74.48106061,6.698347811,3,83,8,333,203,0.105194737,0.860901358,0.012418388,0.134550249,0.288972286,0.683396949,1.032269561,1.152575101,1.060352519,0.115363603,1.499051657,1.315086271,0.284589124,-0.42222607,-0.082620507,0.693157507,-0.0614448,0.64581914,-0.304978411,1.588552704,0.47639238,0.696684799,1.176954498,0.741311119,0.526250933
1231,50,3,5,24,37,Maryland,"St. Mary's County, Maryland",3.6,9449,9,43,10,3,11,8.5,0,13,112587,3.967946196,0.064632347,0.013136508,86987,93.6,6.1,34.2,30.6,1932,1263,27.7,26,-0.061371841,109.7,4.1,45.02432712,68.8733175,9.205538541,8,69,8.8,76,231,0.363060228,0.956926109,0.484838181,-0.013654859,0.220787903,0.215037842,1.032269561,1.196428372,0.488447661,0.064829292,1.182051645,0.716717999,1.610446033,-0.405505238,-1.28672972,1.524377186,-0.674781272,0.517502329,0.759526022,-0.628395541,0.47639238,1.068929925,0.499019372,0.955949539,0.519689847
3141,50,2,3,55,87,Wisconsin,"Outagamie County, Wisconsin",3.6,8022,10,43,9,4,8,8.9,1,12,184526,1.554491003,0.042955812,0.012437272,58765,93.8,6.1,30.7,27.7,1363,735,24.8,22.2,-0.10483871,109,3.6,43.11445341,79.95238095,7.325196857,122,85,8.6,196,146,-0.357693128,0.28475285,0.166385145,-0.316261146,-0.156090922,0.184108467,1.032269561,1.240281643,0.806172583,-0.228269716,0.844264094,1.898897695,0.616080514,-0.024270273,0.089395094,1.316572266,-0.388398484,0.907035504,0.509054391,1.588552704,0.47639238,0.696684799,1.176954498,1.170587959,0.519343729
1364,50,2,4,27,53,Minnesota,"Hennepin County, Minnesota",3.8,7948,12,47,9,4,9,11.7,0,17,1232483,4.260412673,0.067653339,0.013579903,65834,92.2,8.1,26.9,47,1706,951,19.4,18.8,-0.030927835,108.6,3.4,38.58968347,69.22607781,8.283329789,13,99,8,1312,424,0.867872743,-0.44503526,0.686773557,0.023015469,0.273312345,0.166434538,0.571025931,0.889455474,0.933262551,1.722354714,0.043996017,0.754358914,1.122762017,-0.388784406,1.293504307,0.693157507,2.274961448,-0.366967115,-1.244247029,-0.628395541,0.21946661,0.696684799,0.950976123,0.097395858,0.514597266
2279,50,4,9,41,67,Oregon,"Washington County, Oregon",3.6,7567,12,36,11,5,13,9.3,0,18,582779,7.878494824,0.096145671,0.012321995,66754,88.7,8.6,33.2,40.7,1795,1055,25.4,24.9,-0.019685039,130.2,4.2,37.18885794,63.27393365,8.821341213,0,97,8.2,409,149,1.054297096,0.764876606,0.113884544,0.476661515,0.768693946,1.120826681,0.455715024,0.122023229,0.424902677,1.085622387,-0.203759331,0.119241694,1.407274142,-0.432258569,1.121488705,0.900962427,0.119930966,0.893287274,0.258582759,-0.628395541,0.926012478,0.324439673,0.047062622,-0.117242562,0.510979391
1334,50,2,3,26,161,Michigan,"Washtenaw County, Michigan",4,9156,14,40,11,3,5,10.5,0,18,364709,4.610919721,0.055389967,0.010169752,61003,93.8,8,25.4,52.6,1696,953,20.3,18.6,-0.083743842,122.2,3.4,35.96875,64.0115425,6.662829357,1164,92,7.3,371,299,-0.00790495,-0.733109514,-0.866311439,0.066963099,0.06009537,0.76734811,0.594088113,1.240281643,0.933262551,2.288339005,-0.419552277,0.197947463,0.265806194,3.460351077,0.691449701,-0.034159713,0.029243083,0.205875789,-0.492832135,-0.628395541,0.669086708,1.068929925,1.854889624,-0.117242562,0.509688907
1801,50,1,1,33,15,New Hampshire,"Rockingham County, New Hampshire",3.8,8757,9,32,10,4,8,8.7,0,16,303251,3.19614423,0.026789554,0.008830968,81198,92.7,3.5,29.5,38.8,2114,1123,25.8,22.4,-0.131782946,124.4,3,38.40964995,72.30454141,9.272215897,94,86,8.6,276,126,-0.804473606,0.054293447,-1.476033807,-0.110425716,-0.43716538,0.864554717,1.631886279,0.999088652,1.187442488,0.893592003,0.012154602,1.082843102,1.645706467,-0.117906931,0.175402895,1.316572266,-0.197476625,0.998690369,0.634290207,-0.628395541,1.182938249,0.696684799,1.176954498,0.312034279,0.509636837
2855,50,1,1,50,7,Vermont,"Chittenden County, Vermont",4,7303,13,41,10,2,5,8,0,17,161531,1.476224708,0.030139345,0.009874266,65350,95.4,6,25.5,48.7,1766,1102,20.3,18.5,-0.088669951,118,2.5,37.00453001,59.30127042,8.948095569,2,90,8,201,118,-0.089588073,-0.713904564,-1.000884622,-0.32607441,-0.378924277,0.58177186,1.055331742,1.591107812,1.505167409,1.894171374,-0.236360272,-0.304657116,1.474304599,-0.425570236,0.519434099,0.693157507,-0.376465867,1.035352314,1.072615562,-0.628395541,0.604855266,1.441175051,1.854889624,0.097395858,0.502969593
318,50,1,1,9,7,Connecticut,"Middlesex County, Connecticut",3.8,9091,11,29,10,3,8,8.5,0,15,163329,-1.626740039,-0.013898364,0.008302261,79893,94.4,4.3,25.8,40.6,2067,1095,22.5,19.4,-0.137777778,116.2,4.4,38.65166909,72.96164384,8.788219454,787,92,8.2,166,114,-0.903877942,-0.656289713,-1.716822825,-0.715133483,-1.144585395,0.502239181,1.447388827,1.371841456,0.297812709,1.075515525,0.05495903,1.152958518,1.389758637,2.199600358,0.691449701,0.900962427,-0.459994181,1.053683287,0.759526022,-0.628395541,1.375632577,1.068929925,1.176954498,0.526672699,0.497790515
3031,50,4,9,53,61,Washington,"Snohomish County, Washington",3.6,7738,12,33,10,5,13,9.1,1,18,787620,9.909055468,0.100761261,0.012356212,70722,89.3,6.8,31.2,29.9,1947,1153,24.3,22.8,-0.061728395,118.7,4.4,36.32357473,61.33738075,9.139783557,439,95,8.1,571,191,0.357147966,0.380777601,0.129467991,0.731259329,0.848942848,0.612701235,0.87083429,0.253583042,0.297812709,-0.005918745,-0.356796622,-0.087396126,1.57567337,1.035830464,0.949473104,0.797059967,0.50654773,0.700812058,0.383818575,1.588552704,1.118706806,0.324439673,0.047062622,-0.117242562,0.493678145
1219,50,3,5,24,13,Maryland,"Carroll County, Maryland",4,9177,6,34,9,3,9,11.1,0,13,167656,-0.615325464,0.002667305,0.009889297,85385,95.3,3.4,31.4,33.1,2020,1079,28.6,24.3,-0.15034965,111.5,3.5,42.26980198,79.1334569,9.304107057,45,90,9.2,159,202,-1.112340598,0.419187502,-0.994039054,-0.588319275,-0.856566583,0.29457052,1.65494846,1.569181177,0.869717567,0.31750085,0.694875819,1.811515274,1.662571205,-0.281771083,0.519434099,1.939987026,-0.476699843,0.650401883,-0.868539582,-0.628395541,1.054475364,1.068929925,0.950976123,0.955949539,0.48938897
1225,50,3,5,24,25,Maryland,"Harford County, Maryland",4,9573,9,37,10,3,11,10.9,0,13,251032,1.021033346,0.023617681,0.010767552,80465,95,6.2,31.1,33.8,1840,1152,26,22.5,-0.134615385,102.9,4.1,43.73097826,69.84809028,8.405779842,608,94,8.8,197,263,-0.851440179,0.361572651,-0.594055398,-0.383147675,-0.492313113,-0.085418944,1.009207379,1.50340127,0.488447661,0.388248886,0.953305031,0.820730093,1.187516264,1.600994579,0.863465303,1.524377186,-0.38601196,0.370854546,-0.743303766,-0.628395541,0.861781036,1.068929925,0.499019372,0.955949539,0.474874334
1806,50,1,2,34,3,New Jersey,"Bergen County, New Jersey",4,10637,9,23,9,6,10,10,0,23,939151,3.81249108,0.035676004,0.009943023,85806,88.9,5.8,31.9,46.9,2930,1348,26.9,25.5,-0.05204461,122.4,4.2,29.28532423,63.65430267,8.067043917,381,99,9,898,89,0.517721311,0.515212253,-0.969570623,-0.03314629,-0.28266122,0.776185074,1.101456105,0.1658765,0.424902677,1.712247852,-1.601608461,0.159828566,1.00838535,0.841868815,1.293504307,1.732182106,1.286940828,1.168251868,-0.179742596,-0.628395541,1.761021232,-0.047805453,0.724997748,-1.190434662,0.473287534
2452,50,2,4,46,99,South Dakota,"Minnehaha County, South Dakota",3.6,8298,12,60,8,5,7,9.4,0,12,187318,7.197303852,0.101287554,0.015876744,53525,90.6,8.5,30.5,29.4,1231,713,22,20,-0.090909091,104.4,2.4,43.48090983,75.07012623,6.450691529,3,88,7.9,270,350,-0.126716757,0.246342949,1.732823804,0.391251738,0.858093235,-0.019141712,0.478777206,0.538629305,1.568712393,-0.056453056,0.909076974,1.377941892,0.153623104,-0.42222607,0.347418497,0.589255047,-0.211795764,-0.027844116,0.195964852,-0.628395541,-0.615542144,0.324439673,1.402932873,1.170587959,0.46983269
2130,50,2,3,39,103,Ohio,"Medina County, Ohio",3.8,9931,11,39,10,5,8,11.7,0,11,177221,1.914867236,0.027112082,0.010540512,66952,93.1,5.2,30.9,30.8,1450,824,27.3,23.7,-0.131868132,138.2,4.3,46.1737931,81.25242718,6.741928305,4,94,8.3,159,50,-0.805886132,0.32316275,-0.697456221,-0.271076088,-0.43155775,1.474305253,1.239829194,1.086795194,0.361357693,0.085043016,1.385350585,2.037617747,0.307635436,-0.418881903,0.863465303,1.004864887,-0.476699843,1.346978854,-1.244247029,-0.628395541,0.733318151,0.324439673,1.176954498,1.385226379,0.469153898
1134,50,3,7,22,5,Louisiana,"Ascension Parish, Louisiana",4,10922,11,62,12,4,17,10.7,0,13,121587,11.38377508,0.127360896,0.014516355,70551,88.7,9.7,38.2,26,1287,882,29.5,25.7,-0.128813559,163.3,4.9,54.81818182,79.98979592,6.459602193,4,85,7.5,65,261,-0.755236205,1.725124119,1.113261871,0.916164119,1.311417094,2.583344272,0.202031028,0.122023229,-0.019912213,-0.400086376,2.914230158,1.90289002,0.158335256,-0.418881903,0.089395094,0.173645207,-0.701033028,0.380020032,-0.618067951,-0.628395541,-0.744005029,0.696684799,-0.856850879,0.955949539,0.466540968
752,50,2,3,18,81,Indiana,"Johnson County, Indiana",3.6,8984,12,45,11,6,11,11.6,1,12,151982,8.955238129,0.083411153,0.011981682,62147,90.3,7.7,33.9,28.5,1236,849,25.6,24.7,-0.03515625,135.1,3.6,50.28074434,73.20023557,6.917774139,31,87,7.8,136,256,0.797758553,0.899311258,-0.041104199,0.611666836,0.547285396,1.337332307,0.663274657,0.472849398,0.806172583,-0.147414817,2.111721652,1.178417195,0.400626532,-0.328589412,0.261410696,0.485352587,-0.531589878,0.402933748,-1.181629121,1.588552704,0.347929495,-0.047805453,0.499019372,1.170587959,0.465892059
285,50,4,8,8,69,Colorado,"Larimer County, Colorado",3.8,7982,14,35,10,5,8,7.8,0,18,339993,15.48447768,0.131337701,0.010561982,59805,90.3,6.4,26.6,44.3,1537,1035,21,19.4,-0.076190476,101.5,2.8,38.9102147,57.7826087,7.492586342,9,92,7.5,289,208,0.117342486,-0.502650111,-0.687678139,1.430322571,1.380559768,-0.147277694,0.963083016,0.472849398,1.314532456,1.449469431,0.100686393,-0.466704301,0.704599709,-0.402161072,0.691449701,0.173645207,-0.166451823,0.622905423,1.197851377,-0.628395541,0.990243921,0.324439673,1.176954498,-0.117242562,0.46177258
315,50,1,1,9,1,Connecticut,"Fairfield County, Connecticut",3.8,9185,11,32,10,5,10,9.5,0,23,944177,0.842095486,0.026558304,0.010644191,84233,89.2,6.4,32.8,45.8,2698,1348,26.8,24.4,-0.089552239,121,4.8,31.22053373,62.48738872,9.171002677,842,97,8.4,863,264,-0.104217883,0.688056805,-0.650237696,-0.405583443,-0.441186005,0.714326324,0.963083016,0.231656407,0.043632772,1.601072366,-1.259339924,0.035314253,1.592182718,2.383529508,1.121488705,1.108767346,1.203412515,0.366271802,0.133346944,-0.628395541,1.182938249,0.324439673,0.724997748,-1.190434662,0.450761632
425,50,3,5,13,57,Georgia,"Cherokee County, Georgia",4,9847,9,30,10,7,13,10.5,0,15,241689,12.48656716,0.123111024,0.011432047,68926,85.8,8.5,36.7,34.7,1508,1010,31.4,27.8,-0.114649682,146.2,4.2,45.70689655,68.24356436,6.99990149,84,80,8.4,163,84,-0.520375445,1.437049865,-0.291424455,1.054435514,1.237526744,1.827783825,0.478777206,-0.513849203,0.424902677,0.479210647,1.302773479,0.64952086,0.444057259,-0.151348594,-0.34064391,1.108767346,-0.46715375,1.191165584,-0.492832135,-0.628395541,1.311401134,-0.420050579,0.047062622,0.526672699,0.448844756
2671,50,3,7,48,209,Texas,"Hays County, Texas",3.6,10032,15,33,11,11,9,9.5,0,23,204470,34.24334705,0.292142997,0.012485939,58583,84.5,9.6,32.5,36.1,1576,973,24.4,24.3,-0.004098361,109.8,3.3,37.17195431,60.20863309,5.839677269,4,94,7.2,124,249,1.312750275,0.630441955,0.188549556,3.782366156,4.176399186,0.219456324,0.225093209,-0.798895465,0.996807535,0.62070672,-0.206748972,-0.207837946,-0.169494507,-0.418881903,0.863465303,-0.138062173,-0.560228157,0.435012951,0.133346944,-0.628395541,1.118706806,-1.909031082,0.950976123,-1.190434662,0.437150616
564,50,4,8,16,1,Idaho,"Ada County, Idaho",3.6,7928,14,37,10,6,12,9.7,0,16,444028,13.87597034,0.128455359,0.011546569,56356,88.9,8.1,31.4,37.1,1321,856,25.2,23.1,-0.083333333,120.9,3.3,42.66161998,65.8364486,7.108799088,2,92,7.6,344,222,-0.001098025,0.419187502,-0.239267703,1.228643073,1.330445962,0.709907842,0.571025931,0.1658765,0.996807535,0.721775343,0.764174245,0.39267213,0.501644674,-0.425570236,0.691449701,0.277547667,-0.035193045,0.558747018,0.008111128,-0.628395541,0.861781036,-0.047805453,0.273040997,0.312034279,0.436345135
1816,50,1,2,34,23,New Jersey,"Middlesex County, New Jersey",3.8,10127,10,30,9,5,11,9.6,1,21,837073,0.734116428,0.031857835,0.011237968,79593,88.5,6.4,34.3,41,2393,1299,27.6,26.3,-0.047101449,108.2,4.4,33.26076055,61.27251732,7.859663051,711,96,8.6,565,159,0.599687184,0.976131059,-0.37981385,-0.419122183,-0.349045771,0.148760609,0.963083016,0.078169958,0.297812709,1.115942974,-0.898497624,-0.094317309,0.898717845,1.945443715,1.035480904,1.316572266,0.49222859,0.847459842,0.070729036,1.588552704,1.311401134,0.324439673,0.499019372,-0.761157822,0.435614145
2291,50,1,2,42,17,Pennsylvania,"Bucks County, Pennsylvania",4,10107,9,32,10,4,9,10.7,0,15,626399,-0.134679569,0.001376415,0.009576963,77568,94.1,4.2,28.6,37.4,2070,1137,25.4,22.6,-0.11023622,144.6,4.6,37.47246377,68.22163588,7.674559421,116,95,8.6,480,100,-0.447192867,-0.118551106,-1.136285321,-0.528054444,-0.879010627,1.75708811,1.470451009,1.30606155,0.17072274,0.75209593,-0.153599722,0.647181004,0.800831025,-0.044335271,0.949473104,1.316572266,0.289374115,1.117841693,-0.618067951,-0.628395541,1.182938249,0.696684799,0.950976123,0.526672699,0.435211613
1316,50,2,3,26,125,Michigan,"Oakland County, Michigan",3.8,11287,14,43,10,4,11,10.6,0,16,1243970,3.210923552,0.034099505,0.010841097,67465,91.9,7.4,28.5,44.4,1612,942,22.9,21.1,-0.07860262,137.4,4.2,41.85173697,71.61889597,5.977389317,14,94,7.7,999,195,0.077345106,-0.137756056,-0.560560801,-0.10857264,-0.310071001,1.438957396,0.732461202,0.823675567,0.424902677,1.459576293,0.620935246,1.009682033,-0.096669385,-0.38544024,0.863465303,0.381450127,1.527979675,0.682481085,-0.555450043,-0.628395541,0.47639238,0.696684799,0.499019372,0.312034279,0.429240103
197,50,4,9,6,13,California,"Contra Costa County, California",3.6,8289,13,30,10,4,14,7.7,1,23,1135127,8.115555295,0.078121334,0.011263057,80185,90.2,7.8,33.3,39.6,2461,1426,25.6,25,-0.0234375,128.8,4.4,32.58228362,56.23071529,9.673780598,22,96,8.1,608,366,0.99207502,0.784081557,-0.368387567,0.506384871,0.455314019,1.058967931,0.640212476,0.450922762,0.297812709,0.974446901,-1.018495643,-0.632297439,1.858062602,-0.358686909,1.035480904,0.797059967,0.59484909,-0.101168008,1.260469285,1.588552704,1.311401134,0.696684799,-0.178915753,-1.190434662,0.428949567
1470,50,3,6,28,89,Mississippi,"Madison County, Mississippi",4,9373,17,53,11,5,13,10.2,0,16,105114,12.65396889,0.099668365,0.012805145,64376,91.3,9.8,32.6,46,1474,898,23.2,21.4,-0.077586207,166.1,4.3,43.6743555,71.68819599,6.868495036,11,75,6.7,141,134,0.094198932,0.649646905,0.333925538,1.075424847,0.829941224,2.707061772,0.178968847,0.692115754,0.361357693,1.621286091,0.943290514,1.017076618,0.374566672,-0.395472739,-0.770682915,-0.657574473,-0.519657262,0.962028423,-0.304978411,-0.628395541,-0.165922046,0.324439673,0.047062622,0.312034279,0.422179937
2565,50,3,6,47,189,Tennessee,"Wilson County, Tennessee",3.8,10927,11,33,12,5,11,10.5,1,13,132781,20.38715643,0.157930078,0.011364578,61070,90.1,7.8,31.7,28.3,1423,871,26.6,23.5,-0.116541353,138.4,3.9,42.91637386,70.11481056,5.588826374,25,77,8.1,128,313,-0.551742513,0.476802352,-0.32215186,2.045035211,1.842907823,1.483142217,0.640212476,0.428996127,0.61553763,-0.167628542,0.809230989,0.849190197,-0.302149908,-0.34865441,-0.598667313,0.797059967,-0.550682064,0.141717384,-0.492832135,1.588552704,1.118706806,0.324439673,0.499019372,0.955949539,0.42145387
2824,50,4,8,49,5,Utah,"Cache County, Utah",3.6,8317,15,42,11,8,6,7.6,0,16,122753,-2.899073834,0.082812155,0.019510725,50497,90,10.8,37.7,36.1,1260,686,36.1,32.3,-0.105263158,82.5,3.1,40.07698413,73.61078717,6.071803036,10,84,6.9,36,56,-0.364731185,1.629099368,3.387847692,-0.874662529,0.536870924,-0.986789302,-0.051652968,0.407069491,1.123897504,0.62070672,0.307045687,1.222224668,-0.04674136,-0.398816905,0.003387294,-0.449769553,-0.770242201,1.319482395,1.323087193,-0.628395541,0.540623823,-0.792295705,1.628911249,0.312034279,0.418547242
252,50,4,8,8,5,Colorado,"Arapahoe County, Colorado",3.8,9226,14,41,10,6,13,8.1,1,18,637068,10.04564026,0.108358778,0.012537123,63265,86.9,8.1,32.1,40.1,1613,1077,22.4,22.2,-0.008928571,104.9,3.1,39.22194668,58.74187558,6.856968822,11,99,7.7,477,298,1.232657318,0.553622153,0.211860284,0.748384742,0.981036989,0.002950699,0.571025931,-0.272656212,1.123897504,1.024981213,0.155820501,-0.364346748,0.36847136,-0.395472739,1.293504307,0.381450127,0.282214546,0.210458532,1.009997654,1.588552704,0.604855266,-0.047805453,0.047062622,-0.117242562,0.417683828
2545,50,3,6,47,149,Tennessee,"Rutherford County, Tennessee",3.8,9513,14,45,13,5,10,10.4,1,15,308251,17.85746288,0.168608971,0.013355999,56219,87.9,8.2,34.5,30.1,1268,890,25.1,25,-0.003984064,127,3.8,44.33675079,63.16741573,5.9099448,10,75,7.5,208,437,1.314645511,1.01454096,0.584800963,1.727854608,2.028576273,0.979435253,0.54796375,-0.053389856,0.679082614,0.01429498,1.060444272,0.107875813,-0.13233551,-0.398816905,-0.770682915,0.173645207,-0.359760205,-0.426542777,-0.430214227,1.588552704,0.347929495,0.324439673,0.724997748,0.526672699,0.416759018
2887,50,3,5,51,41,Virginia,"Chesterfield County, Virginia",3.8,9063,10,41,10,6,11,9.3,1,12,339009,6.012951959,0.068276497,0.011150146,72609,90.7,5,32.5,36.9,1570,1123,27.4,23.5,-0.142335766,113.3,3.8,46.2477707,64.65627783,8.011824252,6,80,8.3,287,128,-0.979457003,0.630441955,-0.419810621,0.242754127,0.284146875,0.374103199,1.285953557,0.56055594,0.679082614,0.701561619,1.398434545,0.266743261,0.979183992,-0.412193571,-0.34064391,1.004864887,-0.171224869,0.989524882,0.258582759,1.588552704,0.604855266,-0.047805453,0.499019372,1.170587959,0.41562006
664,50,2,3,17,111,Illinois,"McHenry County, Illinois",3.8,10152,8,27,9,3,10,11,0,16,307004,-5.478385047,-0.006842025,0.0106839,77222,92.2,5.5,35.4,32.5,1873,1074,31.9,28.4,-0.109717868,135.1,5.3,41.22904431,71.90130354,7.606370195,104,95,8.7,201,93,-0.438597724,1.187385512,-0.632153027,-1.198064344,-1.021900439,1.337332307,1.17064265,0.889455474,-0.274092149,0.256859676,0.510803446,1.039816033,0.764771081,-0.084465267,0.949473104,1.420474726,-0.376465867,1.149920895,-0.805921674,-0.628395541,1.504095462,1.068929925,0.724997748,0.312034279,0.411101384
1904,50,1,2,36,87,New York,"Rockland County, New York",4,11149,10,32,11,4,11,9.4,0,26,326780,-0.938799015,0.045585586,0.016206622,84855,91.3,10.3,37.1,40.3,2973,1335,31.3,29.4,-0.060702875,138.6,4.2,28.54187689,63.56179775,7.610723447,59,94,8.5,322,135,0.374152802,1.513869667,1.883060134,-0.628877364,-0.110368387,1.491979182,0.063657939,0.692115754,0.424902677,1.045194938,-1.733097394,0.149957927,0.767073176,-0.234952753,0.863465303,1.212669806,-0.087696556,0.957445679,0.195964852,-0.628395541,1.182938249,0.696684799,0.499019372,-1.834349923,0.408035212
2303,50,1,2,42,41,Pennsylvania,"Cumberland County, Pennsylvania",3.8,9392,11,41,10,6,9,10.9,0,12,248506,7.030323301,0.05308077,0.010707991,61820,93,5.6,25.9,32.7,1456,886,20.5,19,-0.073170732,114.8,4.1,42.45879121,69.77426637,6.582491977,270,86,8.4,330,86,0.16741489,-0.637084763,-0.621181263,0.370315213,0.019946543,0.440380431,1.147580468,1.064868558,0.488447661,0.277073401,0.728301175,0.812852791,0.223322043,0.470666349,0.175402895,1.108767346,-0.06860437,1.182000098,-0.743303766,-0.628395541,0.604855266,-0.047805453,0.950976123,1.170587959,0.403729548
453,50,3,5,13,113,Georgia,"Fayette County, Georgia",4,8784,11,36,10,7,11,10.5,0,14,111627,6.398865427,0.043311245,0.008196942,79066,91.2,6.7,32.8,43.8,1740,1096,32.3,26.1,-0.191950464,157.3,4.7,45.44022989,72.14051095,9.001527844,120,85,8,153,80,-1.802151641,0.688056805,-1.764788255,0.291141121,-0.14991119,2.318235343,0.893896472,0.670189118,0.107177756,1.398935119,1.255609796,1.065340406,1.502560746,-0.030958605,0.089395094,0.693157507,-0.491018983,1.209496557,-0.492832135,-0.628395541,0.926012478,-0.420050579,0.499019372,0.741311119,0.399905366
1486,50,3,6,28,121,Mississippi,"Rankin County, Mississippi",3.4,10189,14,37,11,5,16,10.1,0,11,150228,3.472126898,0.054305565,0.012154858,58801,88.8,7,33.3,29,1219,891,23.3,24.3,0.042918455,143.8,4,48.23707957,65.99438833,5.771135196,5,74,7.2,168,83,2.092367687,0.784081557,0.037765343,-0.075822177,0.041241427,1.721740253,0.824709928,0.143949864,0.551992646,-0.096880506,1.750271302,0.409524921,-0.205741044,-0.415537737,-0.856690716,-0.138062173,-0.455221134,1.195748328,-0.242360503,-0.628395541,0.861781036,0.324439673,-0.630872504,1.385226379,0.391637037
