,SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTY,SCHOOL_GRADE,HEALTHCARE_COST,PERCENT_FOOD_INSECURE,CHILD_MORTALITY_RATE,MENTAL_DISTRESS,CHILDREN_UNINSURED,DISCONNECTED_YOUTH,DAILY_POLLUTION,WATER_VIOLATION,HOUSING_PROBLEMS,POPESTIMATE2016,AVG_NETMIG,POP_CHANGE,BIRTHS_PER_CAPITA,MEDIAN_HOUSEHOLD_INCOME,PERCENT_W_HEALTH_INSURANCE,PERCENTAGE_IN_POVERTY,PERCENT_WITH_KIDS,BACHELORS_DEGREE,MEDIAN_MORTAGE_PAYMENTS,MEDIAN_RENT_PAYMENT,2010_FAM_KIDS,2015_FAM_KIDS,CHANGE_IN_FAM_WITH_KIDS,INCOME_AS_PERCENT_OF_STATE,UNEMPLOYMENT,MORTGAGE_INCOME_RATIO,RENT_INCOME_RATIO,HEALTHCARE_INCOME_RATIO,DOCTORS,EXERCISE_ACCESS,FOOD_ENVIRONMENT_INDEX,CIVIC_ASSOCIATIONS,CRIME_RATE,zFAMKIDSCHANGE,zPERCENT_WITH_KIDS,zBIRTHS_PER_CAPITA,zAVG_NETMIG,zPOP_CHANGE,zINCOME_AS_PERCENT_OF_STATE,zPERCENTAGE_IN_POVERTY,zPERCENT_W_HEALTH_INSURANCE,zUNEMPLOYMENT,zBACHELORS_DEGREE,zMORTGAGE_INCOME_RATIO,zRENT_INCOME_RATIO,zHEALTHCARE_INCOME_RATIO,zDOCTORS,zEXERCISE_ACCESS,zFOOD_ENVIRONMENT_INDEX,zCIVIC_ASSOCIATIONS,zCRIME_RATE,zDAILY_POLLUTION,zWATER_VIOLATION,zCHILD_MORTALITY_RATE,zCHILDREN_UNINSURED,zDISCONNECTED_YOUTH,zHOUSING_PROBLEMS,zSCORE_TOTAL
2966,50,3,5,51,550,Virginia,"Chesapeake city, Virginia",3.8,9304,12,52,10,5,12,8.8,,17,237940,5.026284517,0.064041964,0.012662856,68620,91.3,8.1,33.6,29.6,1776,1176,25.8,22.9,-0.112403101,101.6,4.3,38.63738739,58.35034014,7.375695032,26,88,8,235,374,-0.483123377,0.841696407,0.269122861,0.119042789,0.210523216,-0.142859212,0.571025931,0.692115754,0.361357693,-0.036239332,0.052433114,-0.406125121,0.642785045,-0.345310243,0.347418497,0.693157507,-0.295324077,-0.137829953,0.571672299,,-0.101690603,0.324439673,0.273040997,0.097395858,0.179075031
1044,50,3,6,21,67,Kentucky,"Fayette County, Kentucky",3.4,9083,17,55,12,5,9,10.5,0,17,318449,5.800099909,0.073241506,0.012896885,49778,88.8,12.1,26.5,41.2,1277,778,17.8,17,-0.04494382,115,3.5,38.98042287,63.98200514,5.480281534,7,97,6.9,363,360,0.63546428,-0.521855061,0.375706684,0.216066096,0.370470946,0.449217395,-0.351461327,0.143949864,0.869717567,1.136156699,0.113103678,0.19479571,-0.359550777,-0.408849404,1.121488705,-0.449769553,0.010150897,-0.073671548,-0.492832135,-0.628395541,-0.294384931,0.324439673,0.950976123,0.097395858,0.176379367
2165,50,2,3,39,173,Ohio,"Wood County, Ohio",3.6,9868,14,47,11,5,4,11.4,0,15,130219,2.69045529,0.033984707,0.010658967,53577,93.5,7.7,26.6,31.1,1337,727,20.3,19,-0.064039409,112.3,4.1,40.07255049,73.696011,5.429472193,6,71,7.5,156,85,0.318827491,-0.502650111,-0.643508262,-0.17383052,-0.312066935,0.329918377,0.663274657,1.174501736,0.488447661,0.115363603,0.306261536,1.231318386,-0.38641986,-0.412193571,-1.114714118,0.173645207,-0.483859413,1.186582841,-1.056393306,-0.628395541,0.21946661,0.324439673,2.080867999,0.526672699,0.176258799
2636,50,3,7,48,139,Texas,"Ellis County, Texas",3.8,10995,16,46,10,12,13,10.2,0,14,168499,12.94839961,0.120599874,0.012949632,62465,81.9,9.4,36.8,21.2,1460,907,29.1,27.3,-0.06185567,120,3.8,42.78424658,68.86990077,5.681177399,384,77,7,160,129,0.355037534,1.456254816,0.399729249,1.112341459,1.193866663,0.670141503,0.271217572,-1.36898799,0.679082614,-0.885215768,0.785862454,0.716353421,-0.25331268,0.851901314,-0.598667313,-0.345867093,-0.47431332,0.984942139,-0.304978411,-0.628395541,0.283698053,-2.281276208,0.047062622,0.741311119,0.17548625
1825,50,1,2,34,41,New Jersey,"Warren County, New Jersey",3.4,10137,10,42,10,5,11,9,0,17,106617,-3.710161872,-0.018774676,0.009229297,70471,91.1,5.8,29.3,29.9,2174,1013,24.9,22.2,-0.108433735,99.1,4.6,32.41536339,69.56663376,6.951660651,700,91,8.3,100,75,-0.417304652,0.015883546,-1.29462284,-0.976359192,-1.229367337,-0.253321266,1.101456105,0.648262483,0.17072274,-0.005918745,-1.048017792,0.790697574,0.418546456,1.908657885,0.6054419,1.004864887,-0.617504714,1.232410273,0.446436483,-0.628395541,0.540623823,0.324439673,0.499019372,0.097395858,0.17228011
1604,50,2,4,29,189,Missouri,"St. Louis County, Missouri",3.8,9610,16,54,11,6,11,12.3,1,15,998581,-1.877046499,-0.000252294,0.011607471,59755,91.1,7.9,27.6,41.6,1435,882,19.7,18,-0.086294416,122.6,4.2,41.64111498,67.74943311,6.218079726,15,97,7,969,298,-0.050197731,-0.310600608,-0.211531106,-0.746517661,-0.907328157,0.785022038,0.617150294,0.648262483,0.424902677,1.176584148,0.583683837,0.596795109,0.030612931,-0.382096073,1.121488705,-0.345867093,1.456383978,0.210458532,-1.619954477,1.588552704,-0.230153488,-0.047805453,0.499019372,0.526672699,0.166303694
2091,50,2,3,39,25,Ohio,"Clermont County, Ohio",3.4,10382,12,46,11,5,14,11.7,0,11,203022,0.823158579,0.026878022,0.011254938,60805,91.2,7.5,30.5,27.1,1381,764,24.8,21.9,-0.116935484,121.8,4.4,44.02968863,79.58769634,5.857036487,31,78,7.4,146,96,-0.558277864,0.246342949,-0.372085203,-0.40795781,-0.435627232,0.749674181,0.70939902,0.670189118,0.297812709,-0.28891089,1.006136087,1.859984411,-0.160314575,-0.328589412,-0.512659512,0.069742747,-0.507724645,1.136172666,-1.244247029,-0.628395541,0.283698053,0.324439673,-0.178915753,1.385226379,0.16276122
1518,50,2,4,29,19,Missouri,"Boone County, Missouri",3.4,8440,17,50,13,7,6,10,1,18,176594,6.502121118,0.082064448,0.011999275,49899,91.8,9,27.1,47.3,1264,795,20,19.4,-0.03,101.3,3.2,39.47705696,62.76603774,5.912161762,60,76,6.2,204,350,0.883257799,-0.40662536,-0.033091819,0.304087631,0.523870925,-0.156114659,0.363466298,0.801748932,1.060352519,1.752675301,0.200940278,0.0650472,-0.131163133,-0.231608587,-0.684675114,-1.177086772,-0.369306298,-0.027844116,-0.179742596,1.588552704,0.026772282,-0.420050579,1.628911249,-0.117242562,0.159851253
45,50,3,6,1,89,Alabama,"Madison County, Alabama",4,9793,16,65,12,4,12,11.6,1,12,356967,5.946873853,0.06193087,0.011903061,57993,88.1,10,27.9,39.4,1219,765,20.5,19.4,-0.053658537,131.9,5.2,47.57424118,75.80784314,5.921701571,7,82,6.9,386,584,0.490959703,-0.252985757,-0.076910559,0.234469055,0.173818704,1.195940878,0.132844484,-0.009536585,-0.210547165,0.954233177,1.633039176,1.456659191,-0.126118274,-0.408849404,-0.168628308,-0.449769553,0.065040931,-1.100206032,-1.181629121,1.588552704,-0.936699357,0.696684799,0.273040997,1.170587959,0.154584302
2121,50,2,3,39,85,Ohio,"Lake County, Ohio",3.4,10426,12,31,11,5,8,10.7,1,13,228614,-0.278294895,-0.006095228,0.009544472,58029,92.1,6,25.5,26.3,1313,814,20.4,17.6,-0.137254902,119,4.8,44.19573496,71.28869779,5.565941186,32,89,7.6,205,174,-0.895207784,-0.713904564,-1.151082696,-0.546061366,-1.008916261,0.625956681,1.055331742,0.867528838,0.043632772,-0.369765789,1.035503674,0.974448587,-0.314252092,-0.325245245,0.433426298,0.277547667,-0.366919774,0.778718693,-0.618067951,1.588552704,1.247169691,0.324439673,1.176954498,0.955949539,0.151616732
2123,50,2,3,39,89,Ohio,"Licking County, Ohio",3.2,9155,13,53,12,5,10,11.7,1,13,172198,2.625200141,0.032758373,0.012148805,56549,90.9,9.2,29.8,22.8,1336,760,21.9,20.8,-0.050228311,115.7,4.3,42.32709581,74.40657895,6.176519418,26,77,7.8,180,239,0.547838585,0.111908297,0.035008626,-0.182012407,-0.333388577,0.48014677,0.317341935,0.604409211,0.361357693,-0.72350597,0.705009024,1.307138784,0.008634937,-0.345310243,-0.598667313,0.485352587,-0.426582855,0.480840383,-1.244247029,1.588552704,-0.165922046,0.324439673,0.724997748,0.955949539,0.149162494
2379,50,3,5,45,45,South Carolina,"Greenville County, South Carolina",3.8,9044,13,50,12,7,14,10.2,1,14,498766,10.97860799,0.10150772,0.012913871,50540,85.4,11.8,29.7,32.1,1205,771,20.3,20.6,0.014778325,110,4.1,41.94190871,65.55123217,5.588488642,71,82,7.2,611,590,1.625757287,0.092703347,0.383442617,0.865363048,0.861921149,0.228293288,-0.282274783,-0.601555745,0.488447661,0.216432227,0.636883364,0.362238413,-0.302328508,-0.194822757,-0.168628308,-0.138062173,0.602008659,-1.127702492,-0.304978411,1.588552704,0.026772282,-0.420050579,-0.178915753,0.741311119,0.148358911
218,50,4,9,6,55,California,"Napa County, California",3.6,7925,11,26,10,7,12,7.5,0,24,142166,4.193274321,0.039126399,0.010431467,71379,88.3,6.9,30.2,32.4,2323,1405,23.1,22.1,-0.043290043,112.7,4.3,30.72707706,50.80355872,9.006325209,77,94,8.5,109,341,0.662886668,0.188728099,-0.747118583,0.01459746,-0.222670967,0.347592306,0.847772109,0.034316686,0.361357693,0.246752814,-1.346614554,-1.211396415,1.505097697,-0.174757759,0.863465303,1.212669806,-0.596026005,0.013400573,1.385705101,-0.628395541,1.568326904,-0.420050579,0.273040997,-1.405073083,0.147913142
507,50,3,5,13,223,Georgia,"Paulding County, Georgia",3.2,9955,12,40,11,7,19,9.9,1,15,155825,7.228720383,0.091440779,0.011358896,60109,86.5,10.5,41,23.8,1260,1018,33.1,30.8,-0.069486405,122.3,4.6,47.70555556,59.04616896,6.038101648,7,75,7.8,70,147,0.228507191,2.262862727,-0.324739613,0.395190837,0.686892395,0.771766592,0.017533576,-0.360362754,0.17072274,-0.622437347,1.656263938,-0.331877446,-0.064563386,-0.408849404,-0.770682915,0.485352587,-0.689100411,0.902452761,-0.117124688,1.588552704,0.669086708,-0.420050579,-1.308807629,0.526672699,0.145856895
2580,50,3,7,48,27,Texas,"Bell County, Texas",3.4,10022,21,73,11,8,15,9.3,0,15,340411,0.583805817,0.087627203,0.018530541,50550,85.8,12.1,37,23.1,1252,861,24.2,24.5,0.012396694,87.8,4.4,40.37539936,58.71080139,5.043878248,1340,86,5.2,269,389,1.586265863,1.494664716,2.941442514,-0.43796858,0.6205877,-0.752609748,-0.351461327,-0.513849203,0.297812709,-0.693185383,0.359824543,-0.367662486,-0.590330312,4.048924357,0.175402895,-2.216111372,-0.214182287,-0.206571102,0.258582759,-0.628395541,-1.450550897,-0.792295705,-0.404894128,0.526672699,0.144282966
435,50,3,5,13,77,Georgia,"Coweta County, Georgia",3.8,9135,13,42,11,7,16,10.4,0,15,140526,9.927057491,0.098700568,0.011955083,62461,88.2,11,35.1,27.6,1371,933,27.8,25.8,-0.071942446,131.3,5,45.55871627,66.94640943,6.837218569,1,61,7.6,108,187,0.187781925,1.129770661,-0.053218181,0.733516477,0.813114633,1.169429985,-0.097777331,0.012390051,-0.083457197,-0.238376578,1.276565749,0.511109321,0.358026997,-0.428914402,-1.974792127,0.277547667,-0.598412528,0.719143031,-0.430214227,-0.628395541,0.540623823,-0.420050579,-0.630872504,0.526672699,0.14346119
339,50,3,5,12,19,Florida,"Clay County, Florida",3.8,11667,14,45,11,7,15,7.9,1,15,208311,11.16377748,0.088149564,0.010383513,58290,87.3,7.7,32.9,23.8,1369,1014,25.7,23.3,-0.093385214,119.9,4.5,42.57852447,57.4852071,4.99598881,239,88,7.5,148,338,-0.167775016,0.707261756,-0.768958272,0.888580157,0.629669724,0.665723021,0.663274657,-0.184949669,0.234267724,-0.622437347,0.749477656,-0.498438223,-0.615655287,0.366997192,0.347418497,0.173645207,-0.502951599,0.027148803,1.13523347,1.588552704,0.347929495,-0.420050579,-0.404894128,0.526672699,0.142486519
1915,50,1,2,36,109,New York,"Tompkins County, New York",3.8,6796,14,25,11,4,4,8.7,0,20,104871,2.970730381,0.030430169,0.008143338,52624,94.4,9.5,21.8,50.8,1477,988,16.5,14.5,-0.121212121,91.8,4.1,35.62897766,53.26315789,7.743811455,125,78,7.5,110,123,-0.629191655,-1.424487723,-1.789201124,-0.138688784,-0.373867869,-0.575870462,0.248155391,1.371841456,0.488447661,2.106415483,-0.47964571,-0.948947499,0.837453005,-0.014237774,-0.512659512,0.173645207,-0.593639482,1.012438598,0.634290207,-0.628395541,1.632558347,0.696684799,2.080867999,-0.546519402,0.141558311
1896,50,1,2,36,71,New York,"Orange County, New York",3.8,10837,9,35,11,3,12,8.5,0,23,379210,-3.221194129,0.015331313,0.012950608,70848,92.1,9.3,34,29.2,2274,1155,28.3,25.5,-0.098939929,117,4.3,31.15567282,61.34025974,6.537614723,4,84,8.5,274,254,-0.259881477,0.918516208,0.400173749,-0.915050943,-0.636383954,0.537587038,0.294279754,0.867528838,0.361357693,-0.076666781,-1.270811472,-0.087088926,0.199589977,-0.418881903,0.003387294,1.212669806,-0.202249671,0.412099235,0.759526022,-0.628395541,0.990243921,1.068929925,0.273040997,-1.190434662,0.140933942
1802,50,1,1,33,17,New Hampshire,"Strafford County, New Hampshire",3,8206,11,34,11,5,9,8.5,0,18,127428,3.343433832,0.034209053,0.009511253,60711,89.3,7.1,27.4,34.1,1823,959,21.2,18.4,-0.132075472,87,2.5,33.30279759,63.30656934,7.398195752,30,88,8.1,108,233,-0.809324176,-0.349010509,-1.166211625,-0.091958102,-0.308166346,-0.787957605,0.801647746,0.253583042,1.505167409,0.418569473,-0.891062793,0.122724051,0.654683915,-0.331933578,0.347418497,0.797059967,-0.598412528,0.508336843,0.759526022,-0.628395541,1.054475364,0.324439673,0.950976123,-0.117242562,0.132492535
